순번,단지명,회사명,대표업종번호,업종번호,업종명,공장대표주소,시군구,설립구분,생산품
5649,서대구일반산업단지,명전사(부동산),68112,68112,비주거용 건물 임대업,서대구산업단지관리공단,서구,일반산업단지,비주거용 건물 임대업
5650,,명전정밀,30310,30310,자동차 엔진용 신품 부품 제조업,대구광역시 달성군,달성군,일반,자동차 부품(OSEV+AEEV+HREV)
5651,대구제3일반산업단지,명조정밀,29294,29294,주형 및 금형 제조업,대구제3산업단지관리공단,북구,일반산업단지,금형
5652,대구제3일반산업단지,명주도금,25922,25922,도금업,대구제3산업단지관리공단,북구,일반산업단지,도금
5653,대구염색일반산업단지,명준염직,13402,13402,직물+편조원단 및 의복류 염색 가공업,대구염색산업단지관리공단,서구,일반산업단지,나일론직물
5654,성서지방산업단지,명지산업,25923,25923,도장 및 기타 피막처리업,대구성서산업단지관리공단,달서구,일반산업단지,판금도색
5655,,명지정밀,32199,32199,그외기타전자부품제조업,대구광역시 달성군,달성군,일반,전자.자동차부품
5656,서대구일반산업단지,명진공업사,68112,68112,비주거용 건물 임대업,서대구산업단지관리공단,서구,일반산업단지,임대업
5657,성서지방산업단지,명진교역,13104,13104,연사 및 가공사 제조업,대구성서산업단지관리공단,달서구,일반산업단지,연사
5658,대구제3일반산업단지,명진기공,25924,25924,절삭가공 및 유사처리업,대구제3산업단지관리공단,북구,일반산업단지,자동화기계
5659,성서지방산업단지,명진랩(주),28123,28123+27216+28903,배전반 및 전기 자동제어반 제조업 외 2 종,대구성서산업단지관리공단,달서구,일반산업단지,전기자동제어반+보행 신호제어장치+배전반
5660,성서지방산업단지,명진산업사,29142,29142,기어 및 동력전달장치 제조업,대구성서산업단지관리공단,달서구,일반산업단지,베벨기어
5661,성서지방산업단지,명진산업사,22191,22191+22192,고무패킹류 제조업 외 1 종,대구성서산업단지관리공단,달서구,일반산업단지,SPONGE PACKING
5662,서대구일반산업단지,명진섬유,13229,13229,기타 직물제품 제조업,서대구산업단지관리공단,서구,일반산업단지,와인더(실)
5663,성서지방산업단지,명진아트,22299,22299,그 외 기타 플라스틱 제품 제조업,대구성서산업단지관리공단,달서구,일반산업단지,자동차전자부품 외
5664,대구염색일반산업단지,명진염색&가공,13403,13403,날염 가공업,대구염색산업단지관리공단,서구,일반산업단지,나염
5665,성서지방산업단지,명진정공,29294,29294,주형 및 금형 제조업,대구성서산업단지관리공단,달서구,일반산업단지,정밀프레스 금형
5666,대구제3일반산업단지,명진정밀,25924,25924,절삭가공 및 유사처리업,대구제3산업단지관리공단,북구,일반산업단지,기계부품
5667,,명진테크,25913,25913+25914,자동차용 금속 압형제품 제조업 외 1 종,대구광역시 달성군,달성군,일반,자동차부품
5668,서대구일반산업단지,명차,95211,95211,자동차 종합 수리업,서대구산업단지관리공단,서구,일반산업단지,자동차 정비
5669,,명품의료기 풍천,28519,28519,기타 가정용 전기기기 제조업,대구광역시 북구,북구,일반,전기매트+개보용 온열기
5670,,모닝인터내셔널,25119,25119,기타 구조용 금속제품 제조업,대구광역시 달성군,달성군,일반,야외식탁
5671,,모다아그로,20311,20311,질소화합물+질소+인산 및 칼리질 화학비료 제조업,대구광역시 달성군,달성군,일반,미량요소복합비료
5672,서대구일반산업단지,모던기계 (기숙사),46599,46599,그 외 기타 기계 및 장비 도매업,서대구산업단지관리공단,서구,일반산업단지,공기압축기 도소매
5673,북구검단지방산업단지,모던테크,29261,29261+29222+29224,산업용 섬유 세척+염색+정리 및 가공 기계 제조업 외 2 종,(사)대구검단산업단지관리공단,북구,일반산업단지,섬유기계+산업용 기계장치+압출기
5674,성서지방산업단지,모둠엔지니어링,29269,29269,기타 섬유+의복 및 가죽 가공 기계 제조업,대구성서산업단지관리공단,달서구,일반산업단지,스프링하네스
5675,성서지방산업단지,모든FTR,29120,29120,유압기기 제조업,대구성서산업단지관리공단,달서구,일반산업단지,유압실린더
5676,,모든리사이클링 센타,20202,20202,합성수지 및 기타 플라스틱 물질 제조업,대구광역시 달성군,달성군,일반,합성수지성형폼
5677,대구제3일반산업단지,모든연마,25929,25929,그 외 기타 금속가공업,대구제3산업단지관리공단,북구,일반산업단지,연삭제품
5678,,모든하이테크,25924,25924,절삭가공 및 유사처리업,대구광역시 북구,북구,일반,섬유기계부품
5679,성서지방산업단지,모모아이(MOMOI),25924,25924,절삭가공 및 유사처리업,대구성서산업단지관리공단,달서구,일반산업단지,레이저 마킹기
5680,성서지방산업단지,모모아이(MOMOI),29299,29299,그 외 기타 특수목적용 기계 제조업,대구성서산업단지관리공단,달서구,일반산업단지,레이져 마킹기
5681,북구검단지방산업단지,모스트솔루션,29199,29199+29271,그 외 기타 일반목적용 기계 제조업 외 1 종,(사)대구검단산업단지관리공단,북구,일반산업단지,자동화기계
5682,성서지방산업단지,모아기연,29223,29223,금속 절삭기계 제조업,대구성서산업단지관리공단,달서구,일반산업단지,공작기계
5683,대구제3일반산업단지,모창,25924,25924,절삭가공 및 유사처리업,대구제3산업단지관리공단,북구,일반산업단지,기계부품
5684,,몰코소닉,28909,28909,그 외 기타 전기장비 제조업,대구광역시 남구,남구,일반,초음파 스케일방지기
5685,성서5차첨단산업단지,묘력전기(주),28123,28123+27215+27216+28111+28119+30332,배전반 및 전기 자동제어반 제조업 외 5 종,대구성서산업단지관리공단,달성군,일반산업단지,자동제어반+프로세스제어반+태양광 발전기용 판넬 제조+태양광 발전기용 인버터 판넬 제조+태양광 연료전지 제조 및 연료변환 시스템 제조
5686,서대구일반산업단지,묘산지공사,13219,13219,특수 직물 및 기타 직물 직조업,서대구산업단지관리공단,서구,일반산업단지,한지원단제품
5687,,무계전기,28123,28123,배전반 및 전기 자동제어반 제조업,대구광역시 북구,북구,일반,전기판넬
5688,,무궁화 F&C,10711,10711,떡류 제조업,대구광역시 수성구,수성구,일반,씨앗꾸떡+미니찰떡+삼색경단 등
5689,성서지방산업단지,무륭섬유,68112,68112,비주거용 건물 임대업,대구성서산업단지관리공단,달서구,일반산업단지,섬유
5690,성서지방산업단지,무림산업(주),25929,25929,그 외 기타 금속가공업,대구성서산업단지관리공단,달서구,일반산업단지,자동차부품바렐연마
5691,,무림섬유,14411,14411,스타킹 및 기타 양말 제조업,대구광역시 달성군,달성군,일반,양말
5692,,무림에스피(주)대구공장,17122,17122,인쇄 및 필기용 원지 제조업,대구광역시 북구,북구,일반,인쇄용지및 필기용지 원지
5693,서대구일반산업단지,무림엔비테크,20499,20499+20495,그 외 기타 분류 안된 화학제품 제조업 외 1 종,서대구산업단지관리공단,서구,일반산업단지,수처리제
5694,대구제3일반산업단지,무석정밀,30399,30399+30391+30392+30400,그 외 자동차용 신품 부품 제조업 외 3 종,대구제3산업단지관리공단,북구,일반산업단지,자동차부품
5695,대구옥포농공단지,무성산업,25121,25121+25112+25122+25123+29150+29171+29173+29174,산업용 난방보일러 및 방열기 제조업 외 7 종,대구광역시 달성군,,농공단지,보일러+압력용기
5696,,무성산업,25112,25112,구조용 금속 판제품 및 공작물 제조업,대구광역시 북구,북구,일반,스틸그레이팅
5697,서대구일반산업단지,무성철강,25924,25924,절삭가공 및 유사처리업,서대구산업단지관리공단,서구,일반산업단지,절삭가공 부분품
5698,,무운산업,13225,13225,직물포대 제조업,대구광역시 달성군,달성군,일반,ppvheo
5699,성서지방산업단지,무지개산업,25923,25923,도장 및 기타 피막처리업,대구성서산업단지관리공단,달서구,일반산업단지,도장및 기타피막처리업
5700,대구제3일반산업단지,무지개아노다이징,25922,25922,도금업,대구제3산업단지관리공단,북구,일반산업단지,조명기구+가구+군납품 아노다이징
5701,북구검단지방산업단지,무창산업사,28121,28121,전기회로 개폐+보호장치 제조업,(사)대구검단산업단지관리공단,북구,일반산업단지,접지판+접지봉 브라켓 터미널
5702,성서지방산업단지,무창상사,68112,68112,비주거용 건물 임대업,대구성서산업단지관리공단,달서구,일반산업단지,봉재기
5703,성서지방산업단지,무창정밀,68112,68112,비주거용 건물 임대업,대구성서산업단지관리공단,달서구,일반산업단지,부동산임대업
5704,북구검단지방산업단지,무창침장,13221,13221,침구 및 관련제품 제조업,(사)대구검단산업단지관리공단,북구,일반산업단지,이불
5705,성서지방산업단지,무한정밀,29294,29294,주형 및 금형 제조업,대구성서산업단지관리공단,달서구,일반산업단지,금형
5706,서대구일반산업단지,문용식부동산,68112,68112,비주거용 건물 임대업,서대구산업단지관리공단,서구,일반산업단지,부동산
5707,성서지방산업단지,문정세무법인,63991,63991,데이터베이스 및 온라인정보 제공업,대구성서산업단지관리공단,달서구,지식산업센터,
5708,성서지방산업단지,문호비즈,18111,18111+18113+18122,경 인쇄업 외 2 종,대구성서산업단지관리공단,달서구,지식산업센터,인쇄물
5709,,문화산업,25924,25924,절삭가공 및 유사처리업,대구광역시 서구,서구,일반,자동차부품
5710,성서지방산업단지,문화프라스틱,22211,22211,플라스틱 선+봉+관 및 호스 제조업,대구성서산업단지관리공단,달서구,일반산업단지,사출
5711,성서지방산업단지,물과미래,22222,22222,설치용 및 위생용 플라스틱제품 제조업,대구성서산업단지관리공단,달서구,일반산업단지,빗물집수장치
5712,,물드린,14112,14112+14111,여자용 겉옷 제조업 외 1 종,대구광역시 중구,중구,일반,여성정장의류
5713,성서지방산업단지,물미,18113,18113,오프셋 인쇄업,대구성서산업단지관리공단,달서구,일반산업단지,칼라인쇄+UV인쇄 
5714,,미강산업,22251,22251+22259,폴리스티렌 발포 성형제품 제조업 외 1 종,대구광역시 달성군,,일반,테이블+플라스틱제품
5715,,미곤종합식품,10301,10301+10302,김치류 제조업 외 1 종,대구광역시 달성군,달성군,일반,김치류
5716,,미광공업사,25941,25941,볼트 및 너트류 제조업,대구광역시 북구,북구,일반,볼트
5717,서대구일반산업단지,미광금사,13104,13104,연사 및 가공사 제조업,서대구산업단지관리공단,서구,일반산업단지,금속실
5718,,미광블라인드,13223,13223,커튼 및 유사제품 제조업,대구광역시 달성군,,일반,블라인드
5719,서대구일반산업단지,미광비니루,18122,18122+13999,제책업 외 1 종,서대구산업단지관리공단,서구,일반산업단지,샘플카다록+씨트카바
5720,대구출판산업단지,미광사,18112,18112,스크린 인쇄업,대구성서산업단지관리공단,달서구,일반산업단지,실크스크린인쇄+인쇄샘풀카다록
5721,서대구일반산업단지,미광산업 ,68112,68112,비주거용 건물 임대업,서대구산업단지관리공단,서구,일반산업단지,부동산 임대 
5722,성서지방산업단지,미광섬유,13213,13213,화학섬유직물 직조업,대구성서산업단지관리공단,달서구,일반산업단지,화섬지(레이스)
5723,성서지방산업단지,미광섬유,13213,13213,화학섬유직물 직조업,대구성서산업단지관리공단,달서구,일반산업단지,폴리에스터 등
5724,성서지방산업단지,미광섬유,13213,13213,화학섬유직물 직조업,대구성서산업단지관리공단,달서구,일반산업단지,교직물
5725,,미광섬유,13213,13213,화학섬유직물 직조업,대구광역시 달성군,,일반,임직
5726,북구검단지방산업단지,미광전업(주),28123,28123,배전반 및 전기 자동제어반 제조업,(사)대구검단산업단지관리공단,북구,일반산업단지,전기금구류
5727,북구검단지방산업단지,미광전업사,28123,28123,배전반 및 전기 자동제어반 제조업,(사)대구검단산업단지관리공단,북구,일반산업단지,접지동판+접지함
5728,성서지방산업단지,미광전자(주),32300,32300,방송수신기및기타영상+음향기기제조업,대구성서산업단지관리공단,달서구,일반산업단지,TV+PCB기판조립
5729,성서지방산업단지,미광정공,25943,25943,금속 스프링 제조업,대구성서산업단지관리공단,달서구,일반산업단지,스프링
5730,대구옥포농공단지,미광철망휀스(주),25944,25944+13993+13994,금속선 가공제품 제조업 외 2 종,대구광역시 달성군,,농공단지,철선+식생매트+보행매트
5731,서대구일반산업단지,미광테크 ,68112,68112,비주거용 건물 임대업,서대구산업단지관리공단,서구,일반산업단지,부동산 임
5732,서대구일반산업단지,미광화섬,13225,13225,직물포대 제조업,서대구산업단지관리공단,서구,일반산업단지,포대
5733,,미농비료,20311,20311,질소화합물+질소+인산 및 칼리질 화학비료 제조업,대구광역시 달성군,,일반,비료
5734,성서지방산업단지,미니라이트엠엠티(유),30310,30310+30400,자동차 엔진용 신품 부품 제조업 외 1 종,대구성서산업단지관리공단,달서구,일반산업단지,터빈하우징단열제
5735,서대구일반산업단지,미더스,13223,13223,커튼 및 유사제품 제조업,서대구산업단지관리공단,서구,일반산업단지,블라인드
5736,,미도씨에스,13109,13109,기타 방적업,대구광역시 동구,동구,일반,제사+재봉사+염색
5737,성서지방산업단지,미래CMB,22191,22191+22192,고무패킹류 제조업 외 1 종,대구성서산업단지관리공단,달서구,일반산업단지,합성고무
5738,,미래E.N.G,29210,29210,농업 및 임업용 기계 제조업,대구광역시 달성군,달성군,일반,농기계부품
5739,달성2차일반산업단지,미래ENG,29150,29150+29171,산업용 오븐+노 및 노용 버너 제조업 외 1 종,한국산업단지공단 대구지역본부 달성사무소,달성군,일반산업단지,산업로제작
5740,대구제3일반산업단지,미래공업사,29142,29142,기어 및 동력전달장치 제조업,대구제3산업단지관리공단,북구,일반산업단지,롤러
5741,서대구일반산업단지,미래그린텍(주),29299,29299,그 외 기타 특수목적용 기계 제조업,서대구산업단지관리공단,서구,일반산업단지,교반기
5742,서대구일반산업단지,미래기계,29299,29299+29261,그 외 기타 특수목적용 기계 제조업 외 1 종,서대구산업단지관리공단,서구,일반산업단지,탈수기및환경기계제작
5743,성서지방산업단지,미래메탈테크(주),30399,30399+30391+30392+30400,그 외 자동차용 신품 부품 제조업 외 3 종,대구성서산업단지관리공단,달서구,일반산업단지,냉간단조품(자동차부품)
5744,성서지방산업단지,미래메탈테크(주),30310,30310+30400,자동차 엔진용 신품 부품 제조업 외 1 종,대구성서산업단지관리공단,달서구,일반산업단지,디스크+베이닝
5745,서대구일반산업단지,미래비전,68112,68112,비주거용 건물 임대업,서대구산업단지관리공단,서구,일반산업단지,부동산 임대
5746,성서지방산업단지,미래산업,29294,29294,주형 및 금형 제조업,대구성서산업단지관리공단,달서구,일반산업단지,금형+종합전기부품+배관자재
5747,성서지방산업단지,미래산업,22241,22241,운송장비 조립용 플라스틱제품 제조업,대구성서산업단지관리공단,달서구,일반산업단지,자동차부품(기어부분)
5748,,미래산업,29210,29210,농업 및 임업용 기계 제조업,대구광역시 달성군,달성군,일반,농기계
5749,달성일반산업단지,미래산업,13223,13223,커튼 및 유사제품 제조업,달성1차산업단지관리공단,달성군,일반산업단지,커텐지
5750,,미래산업정보통신,26519,26519+22212+22213+22241+22249+26529+28909+29180+33920,비디오 및 기타 영상기기 제조업 외 8 종,대구광역시 중구,중구,일반,친환경물칠판
5751,대구염색일반산업단지,미래섬유,13402,13402,직물+편조원단 및 의복류 염색 가공업,대구염색산업단지관리공단,서구,일반산업단지,폴리에스텔
5752,성서지방산업단지,미래써모텍,25921,25921+29150+29294+29299,금속 열처리업 외 3 종,대구성서산업단지관리공단,달서구,일반산업단지,주형+진공열처리
5753,성서지방산업단지,미래열처리,25921,25921,금속 열처리업,대구성서산업단지관리공단,달서구,일반산업단지,금속열처리
5754,,미래유니폼,14192,14192+14111+14112,근무복+작업복 및 유사의복 제조업 외 2 종,대구광역시 중구,중구,일반,유니폼+간호복+담요
5755,,미래전기,28111,28111,전동기 및 발전기 제조업,대구광역시 달성군,달성군,일반,내연기관예열장치
5756,성서지방산업단지,미래정공,29199,29199,그 외 기타 일반목적용 기계 제조업,대구성서산업단지관리공단,달서구,일반산업단지,홈가공기 등
5757,서대구일반산업단지,미래제판,25921,25921,금속 열처리업,서대구산업단지관리공단,서구,일반산업단지,철로라 가공
5758,성서지방산업단지,미래철강,24199,24199,그 외 기타 1차 철강 제조업,대구성서산업단지관리공단,달서구,일반산업단지,철재 파렛트+철판
5759,성서지방산업단지,미래청암(주),26219,26219,기타 표시장치 제조업,대구성서산업단지관리공단,달서구,일반산업단지,영상증폭과 및 ICCD보안카메라
5760,,미래콘테이너,25119,25119+25112+25113,기타 구조용 금속제품 제조업 외 2 종,대구광역시 달성군,달성군,일반,컨테이너
5761,북구검단지방산업단지,미래테크(주),25113,25113+25114+25929,육상 금속 골조 구조재 제조업 외 2 종,(사)대구검단산업단지관리공단,북구,일반산업단지,미래바(철파이프)+타이
5762,북구검단지방산업단지,미래테크(주) 제6공장,25113,25113+25114+25929,육상 금속 골조 구조재 제조업 외 2 종,(사)대구검단산업단지관리공단,북구,일반산업단지,건축가설제품+거푸집제품
5763,,미래텍(주),28422,28422,일반용 전기 조명장치 제조업,대구광역시 서구,서구,일반,LED조명등
5764,달성일반산업단지,미래통상,13229,13229+25113+25114+29269,기타 직물제품 제조업 외 3 종,달성1차산업단지관리공단,달성군,일반산업단지,원단+금속구조재+섬유기계
5765,성서지방산업단지,미래특수고무,68112,68112,비주거용 건물 임대업,대구성서산업단지관리공단,달서구,일반산업단지,임대업
5766,대구옥포농공단지,미래팩킹,22231,22231,플라스틱 포대+봉투 및 유사제품 제조업,대구광역시 달성군,달성군,농공단지,PE비닐봉투
5767,,미래포(miraepo),25933,25933,비동력식 수공구 제조업,대구광역시 북구,북구,일반,기계공구+절삭공구
5768,성서지방산업단지,미래포장공업사,17211,17211+17212,골판지 제조업 외 1 종,대구성서산업단지관리공단,달서구,일반산업단지,골판지상자
5769,,미래표준화산업,25933,25933,비동력식 수공구 제조업,대구광역시 북구,북구,일반,기계공구+절삭공구
5770,대구제3일반산업단지,미례산업,25112,25112+25122+25123,구조용 금속 판제품 및 공작물 제조업 외 2 종,대구제3산업단지관리공단,북구,일반산업단지,구조용판재
5771,성서지방산업단지,미르텍(주),29280,29280,산업용 로봇 제조업,대구성서산업단지관리공단,달서구,일반산업단지,산업용로봇+자동화기계
5772,성서지방산업단지,미방(주),13999,13999,그 외 기타 분류 안된 섬유제품 제조업,대구성서산업단지관리공단,달서구,일반산업단지,편조제품
5773,,미상,29269,29269,기타 섬유+의복 및 가죽 가공 기계 제조업,대구광역시 북구,북구,일반,섬유기계
5774,,미상,30399,30399+30391+30392+30400,그 외 자동차용 신품 부품 제조업 외 3 종,대구광역시 북구,북구,일반,자동차부품
5775,,미상,24199,24199,그 외 기타 1차 철강 제조업,대구광역시 북구,북구,일반,철강절단가공품제조
5776,달성일반산업단지,미성,10741,10741+10749,식초+발효 및 화학 조미료 제조업 외 1 종,달성1차산업단지관리공단,달성군,일반산업단지,식초+락스
5777,,미성금속,25111,25111,금속 문+창+셔터 및 관련제품 제조업,대구광역시 달성군,달성군,일반,건축자재물
5778,,미성금속,30399,30399+30391+30392+30400,그 외 자동차용 신품 부품 제조업 외 3 종,대구광역시 달성군,달성군,일반,클러치
5779,,미성식품,10301,10301+10302,김치류 제조업 외 1 종,대구광역시 달성군,달성군,일반,김치
5780,,미성웰라이프,20422,20422,치약+비누 및 기타 세제 제조업,대구광역시 달성군,,일반,세척제
5781,달성일반산업단지,미성웰라이프,20422,20422,치약+비누 및 기타 세제 제조업,달성1차산업단지관리공단,달성군,일반산업단지,세척제
5782,성서지방산업단지,미성화학,30399,30399+22211+22212+22213+22241+22249+27199+30391+30392+30400,그 외 자동차용 신품 부품 제조업 외 9 종,대구성서산업단지관리공단,달서구,일반산업단지,플라스틱 이형압출물
5783,성서지방산업단지,미성화학,68112,68112,비주거용 건물 임대업,대구성서산업단지관리공단,달서구,일반산업단지,부동산임대업
5784,,미소스케이프(주),16229,16229+16299+25112+32029+33301+33302,기타 건축용 나무제품 제조업 외 5 종,대구광역시 달성군,달성군,일반,조경시설물(정자+파고라+옥외용벤치+데크 등)
5785,성서지방산업단지,미소정공(주),30320,30320+30400,자동차 차체용 신품 부품 제조업 외 1 종,대구성서산업단지관리공단,달서구,일반산업단지,윙바듸용 흰지
5786,,미소제본,18111,18111+18113+18119,경 인쇄업 외 2 종,대구광역시 중구,중구,일반,인쇄후 공정
5787,대구옥포농공단지,미소텍,13211,13211,면직물 직조업,대구광역시 달성군,,농공단지,면직물
5788,,미숭산업(주),29229,29229,기타 가공 공작기계 제조업,대구광역시 달성군,달성군,일반,목공기계
5789,성서지방산업단지,미승벤딩,25929,25929,그 외 기타 금속가공업,대구성서산업단지관리공단,달서구,일반산업단지,파이프 가공
5790,성서지방산업단지,미승벤딩,25929,25929,그 외 기타 금속가공업,대구성서산업단지관리공단,달서구,일반산업단지,파이프 가공
5791,서대구일반산업단지,미영섬유,13409,13409+13402,섬유제품 기타 정리 및 마무리 가공업 외 1 종,서대구산업단지관리공단,서구,일반산업단지,폴리에스테르
5792,달성일반산업단지,미주써키트,26221,26221+26222+26223,인쇄회로기판용 적층판 제조업 외 2 종,달성1차산업단지관리공단,달성군,일반산업단지,인쇄회로기판
5793,서대구일반산업단지,미주오토텍(주) 대구1공장,68112,68112,비주거용 건물 임대업,서대구산업단지관리공단,서구,일반산업단지,비주거용건물임대업
5794,성서지방산업단지,미주전기공업사,68112,68112,비주거용 건물 임대업,대구성서산업단지관리공단,달서구,일반산업단지,부동산임대업
5795,성서지방산업단지,미주테크,68112,68112,비주거용 건물 임대업,대구성서산업단지관리공단,달서구,일반산업단지,연마봉 베어링강
5796,서대구일반산업단지,미지앤 주식회사,13223,13223,커튼 및 유사제품 제조업,서대구산업단지관리공단,서구,일반산업단지,롤스크린
5797,서대구일반산업단지,미진,68112,68112,비주거용 건물 임대업,서대구산업단지관리공단,서구,일반산업단지,비주거용건물임대
5798,성서지방산업단지,미진도색,25923,25923,도장 및 기타 피막처리업,대구성서산업단지관리공단,달서구,일반산업단지,의료기및자동차부품도장
5799,서대구일반산업단지,미진산업사,13402,13402,직물+편조원단 및 의복류 염색 가공업,서대구산업단지관리공단,서구,일반산업단지,화섬직
5800,,미진상사,14411,14411,스타킹 및 기타 양말 제조업,대구광역시 달성군,달성군,일반,양말
5801,,미진종합인쇄,18111,18111+18113,경 인쇄업 외 1 종,대구광역시 중구,중구,일반,옵셋인쇄
5802,,미진화장품,20423,20423,화장품 제조업,대구광역시 달성군,달성군,일반,마스크팩
5803,성서지방산업단지,미창테크,25929,25929,그 외 기타 금속가공업,대구성서산업단지관리공단,달서구,일반산업단지,반도체장비카바
5804,성서지방산업단지,미창테크,25924,25924,절삭가공 및 유사처리업,대구성서산업단지관리공단,달서구,일반산업단지,자동화장비+부품
5805,,미크로엠아이테크,27213,27213,물질 검사+측정 및 분석기구 제조업,대구광역시 북구,북구,일반,초정밀스테이지
5806,서대구일반산업단지,미키코리아(주),31991,31991,자전거 및 환자용 차량 제조업,서대구산업단지관리공단,서구,일반산업단지,휠체어
5807,달성2차일반산업단지,미키코리아(주) 제2공장,31991,31991,자전거 및 환자용 차량 제조업,한국산업단지공단 대구지역본부 달성사무소,달성군,일반산업단지,휠체어+전동 휠체어 부품
5808,대구제3일반산업단지,민경광학,27193,27193,안경 및 안경렌즈 제조업,대구제3산업단지관리공단,북구,일반산업단지,안경테
5809,,민기획인쇄,18119,18119+18113,기타 인쇄업 외 1 종,대구광역시 중구,중구,일반,인쇄+출판
5810,성서지방산업단지,민성FA,29142,29142,기어 및 동력전달장치 제조업,대구성서산업단지관리공단,달서구,일반산업단지,볼 스크루가공
5811,성서지방산업단지,민아트,14130,14130,한복 제조업,대구성서산업단지관리공단,달서구,일반산업단지,한복
5812,달성일반산업단지,민영산업,24311,24311,선철주물 주조업,달성1차산업단지관리공단,달성군,일반산업단지,선철주물
5813,대구제3일반산업단지,민영플라스틱,22299,22299,그 외 기타 플라스틱 제품 제조업,대구제3산업단지관리공단,북구,일반산업단지,플라스틱 사출
5814,,민채도어,25111,25111,금속 문+창+셔터 및 관련제품 제조업,대구광역시 달성군,,일반,폴딩도어
5815,서대구일반산업단지,민테크,25924,25924,절삭가공 및 유사처리업,서대구산업단지관리공단,서구,일반산업단지,자동차 부품
5816,대구제3일반산업단지,민테크,25924,25924,절삭가공 및 유사처리업,대구제3산업단지관리공단,북구,일반산업단지,기계부품
5817,성서지방산업단지,민텍스,13300,13300,편조원단 제조업,대구성서산업단지관리공단,달서구,일반산업단지,낫셀레이스
5818,,밀밭식품,10712,10712,빵류 제조업,대구광역시 달성군,,일반,제과제빵
5819,,밀알제과,10713,10713,과자류 및 코코아 제품 제조업,대구광역시 달성군,달성군,일반,생과자
5820,대구염색일반산업단지,바다섬유,13403,13403,날염 가공업,대구염색산업단지관리공단,서구,일반산업단지,면나염
5821,서대구일반산업단지,바른시스템,28121,28121,전기회로 개폐+보호장치 제조업,서대구산업단지관리공단,서구,일반산업단지,자동화 설비
5822,성서지방산업단지,바모스 에스프레소(VAMOS ESPRESSO),10791,10791,커피 가공업,대구성서산업단지관리공단,달서구,일반산업단지,캡슐커피
5823,,바스코,20312,20312,복합비료 및 기타 화학비료 제조업,대구광역시 달성군,달성군,일반,비료
5824,,바이오인재사,18111,18111+18113,경 인쇄업 외 1 종,대구광역시 중구,중구,일반,카드+봉투
5825,,바이오클린,13229,13229+13222+13409,기타 직물제품 제조업 외 2 종,대구광역시 동구,동구,일반,행주+수세미
5826,성서지방산업단지,바이오팜,20312,20312,복합비료 및 기타 화학비료 제조업,대구성서산업단지관리공단,달서구,일반산업단지,비료
5827,대구금호워터폴리스일반산업단지,바이크뱅크(주),71511,71511,제조업 회사 본부,(사)대구검단산업단지관리공단,북구,일반산업단지,제조업 본사
5828,,바퀴온,31999,31999,그 외 기타 달리 분류되지 않은 운송장비 제조업,대구광역시 달성군,달성군,일반,알루미늄프로파일 카트 등 운반구
5829,서대구일반산업단지,바텍(주),58221,58221,시스템 소프트웨어 개발 및 공급업,서대구산업단지관리공단,서구,일반산업단지,소프트웨어 개발 및 공급
5830,서대구일반산업단지,바투카,15129,15129,가방 및 기타 보호용 케이스 제조업,서대구산업단지관리공단,서구,일반산업단지,가방
5831,서대구일반산업단지,박만원,68112,68112,비주거용 건물 임대업,서대구산업단지관리공단,서구,일반산업단지,산업용기계
5832,서대구일반산업단지,박상도(부동산),68112,68112,비주거용 건물 임대업,서대구산업단지관리공단,서구,일반산업단지,비주거용건물 임대업
5833,북구검단지방산업단지,박스라인,17229,17229+17212,기타 종이 상자 및 용기 제조업 외 1 종,(사)대구검단산업단지관리공단,북구,일반산업단지,종이상자+골판지 상자
5834,달성2차일반산업단지,박스뱅크(주),17211,17211+17212,골판지 제조업 외 1 종,한국산업단지공단 대구지역본부 달성사무소,달성군,일반산업단지,박스(공산품+농산물)
5835,서대구일반산업단지,박영발부동산,68112,68112,비주거용 건물 임대업,서대구산업단지관리공단,서구,일반산업단지,부동산 임대
5836,서대구일반산업단지,박영수임대,68112,68112,비주거용 건물 임대업,서대구산업단지관리공단,서구,일반산업단지,부동산임대
5837,서대구일반산업단지,박종선(부동산),68112,68112,비주거용 건물 임대업,서대구산업단지관리공단,서구,일반산업단지,비주거용 건물 임대업
5838,서대구일반산업단지,박종일,68112,68112,비주거용 건물 임대업,서대구산업단지관리공단,서구,일반산업단지,부동산임대
5839,서대구일반산업단지,박한영+ 장건표,68112,68112,비주거용 건물 임대업,서대구산업단지관리공단,서구,일반산업단지,비주거용건물임대업
5840,,반딧불LED,28423,28423,전시 및 광고용 조명장치 제조업,대구광역시 남구,남구,일반,LED전광판
5841,북구검단지방산업단지,반석보호작업장,14419,14419+13225,기타 편조의복 액세서리 제조업 외 1 종,(사)대구검단산업단지관리공단,북구,일반산업단지,P.P마대+장갑
5842,,반야월자동차정비공장,30399,30399+30391+30392+30400,그 외 자동차용 신품 부품 제조업 외 3 종,대구광역시 동구,동구,일반,자동차정비
5843,,발원테크,25934,25934,톱 및 호환성 공구 제조업,대구광역시 북구,북구,일반,초경톱날
5844,성서지방산업단지,배기산업(주),25941,25941+25942+25999,볼트 및 너트류 제조업 외 2 종,대구성서산업단지관리공단,달서구,일반산업단지,볼트
5845,대구제3일반산업단지,배재명부동산,68112,68112,비주거용 건물 임대업,대구제3산업단지관리공단,북구,일반산업단지,임대업
